locus_tag	ftype	length_bp	gene	EC_number	COG	product
JAFIFIBC_00986	CDS	330				hypothetical protein
JAFIFIBC_00987	CDS	1194	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
JAFIFIBC_00988	CDS	888				hypothetical protein
JAFIFIBC_00989	CDS	2322	maeB_1	1.1.1.40	COG0280	NADP-dependent malic enzyme
JAFIFIBC_00990	CDS	1431	pykA	2.7.1.40	COG0469	Pyruvate kinase II
JAFIFIBC_00991	CDS	1020				hypothetical protein
JAFIFIBC_00992	CDS	1065	cbbA_1	4.1.2.13		Fructose-bisphosphate aldolase
JAFIFIBC_00993	CDS	897	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
JAFIFIBC_00994	CDS	1104				hypothetical protein
JAFIFIBC_00995	CDS	963	ybbN		COG3118	putative protein YbbN
JAFIFIBC_00996	CDS	498	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
JAFIFIBC_00997	CDS	3075				hypothetical protein
JAFIFIBC_00998	CDS	1872			COG1123	putative ABC transporter ATP-binding protein
JAFIFIBC_00999	CDS	1455				hypothetical protein
JAFIFIBC_01000	CDS	984	oppB		COG0601	Oligopeptide transport system permease protein OppB
JAFIFIBC_01001	CDS	2292				hypothetical protein
JAFIFIBC_01002	CDS	996	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
JAFIFIBC_01003	CDS	708	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
JAFIFIBC_01004	CDS	609	thpR_1	3.1.4.-		RNA 2',3'-cyclic phosphodiesterase
JAFIFIBC_01005	CDS	240				hypothetical protein
JAFIFIBC_01006	CDS	1605	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
JAFIFIBC_01007	CDS	1218	tetA			Tetracycline resistance protein, class C
JAFIFIBC_01008	CDS	1473	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
JAFIFIBC_01009	CDS	924	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
JAFIFIBC_01010	CDS	846				hypothetical protein
JAFIFIBC_01011	CDS	984				hypothetical protein
JAFIFIBC_01012	CDS	789	bacG	1.3.1.-	COG1028	NADPH-dependent reductase BacG
JAFIFIBC_01013	CDS	1068				hypothetical protein
JAFIFIBC_01014	CDS	1080				hypothetical protein
JAFIFIBC_01015	CDS	1278				hypothetical protein
JAFIFIBC_01016	CDS	222				hypothetical protein
JAFIFIBC_01017	CDS	2067	cstA		COG1966	Peptide transporter CstA
JAFIFIBC_01018	CDS	657	vraR_2		COG2197	Response regulator protein VraR
JAFIFIBC_01019	CDS	1398				hypothetical protein
JAFIFIBC_01020	CDS	915				hypothetical protein
JAFIFIBC_01021	CDS	993	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
JAFIFIBC_01022	CDS	867				hypothetical protein
JAFIFIBC_01023	CDS	1623	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
JAFIFIBC_01024	CDS	357				hypothetical protein
JAFIFIBC_01025	CDS	948	rhaR_2			HTH-type transcriptional activator RhaR
JAFIFIBC_01026	CDS	837	azoB	1.7.-.-		NAD(P)H azoreductase
JAFIFIBC_01027	CDS	189				hypothetical protein
JAFIFIBC_01028	CDS	1584	ttdT		COG0471	L-tartrate/succinate antiporter
JAFIFIBC_01029	CDS	1392				hypothetical protein
JAFIFIBC_01030	CDS	144				hypothetical protein
JAFIFIBC_01031	CDS	2826	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
JAFIFIBC_01032	CDS	195				hypothetical protein
JAFIFIBC_01033	CDS	438	ohrB_1		COG1764	Organic hydroperoxide resistance protein OhrB
JAFIFIBC_01034	CDS	243				hypothetical protein
JAFIFIBC_01035	CDS	591				hypothetical protein
JAFIFIBC_01036	CDS	561				hypothetical protein
JAFIFIBC_01037	CDS	882	nifH_1	1.18.6.1	COG1348	Nitrogenase iron protein
JAFIFIBC_01038	CDS	1464	nifD_1	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein alpha chain
JAFIFIBC_01039	CDS	1560	nifK_1	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein beta chain
JAFIFIBC_01040	CDS	327				hypothetical protein
JAFIFIBC_01041	CDS	891	bla	3.5.2.6	COG2367	Beta-lactamase OXY-1
JAFIFIBC_01042	CDS	912				hypothetical protein
JAFIFIBC_01043	CDS	624	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
JAFIFIBC_01044	CDS	903	pgrR_5			HTH-type transcriptional regulator PgrR
JAFIFIBC_01045	CDS	3042				hypothetical protein
JAFIFIBC_01046	CDS	663				hypothetical protein
JAFIFIBC_01047	CDS	2163				hypothetical protein
JAFIFIBC_01048	CDS	1065				hypothetical protein
JAFIFIBC_01049	CDS	1311	gltA_1	2.3.3.16	COG0372	Citrate synthase
JAFIFIBC_01050	CDS	282				hypothetical protein
JAFIFIBC_01051	CDS	702	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
JAFIFIBC_01052	CDS	1776	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
JAFIFIBC_01053	CDS	363	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
JAFIFIBC_01054	CDS	429	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
JAFIFIBC_01055	CDS	309				hypothetical protein
JAFIFIBC_01056	CDS	567				hypothetical protein
JAFIFIBC_01057	CDS	3123	cnrA			Nickel and cobalt resistance protein CnrA
JAFIFIBC_01058	CDS	762	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JAFIFIBC_01059	CDS	672				hypothetical protein
JAFIFIBC_01060	CDS	633				hypothetical protein
JAFIFIBC_01061	CDS	753		1.1.1.119	COG1028	Glucose 1-dehydrogenase
JAFIFIBC_01062	CDS	600				hypothetical protein
JAFIFIBC_01063	CDS	2262	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
JAFIFIBC_01064	CDS	816				hypothetical protein
JAFIFIBC_01065	CDS	543				hypothetical protein
JAFIFIBC_01066	CDS	1413				hypothetical protein
JAFIFIBC_01067	CDS	2679	btuB_3			Vitamin B12 transporter BtuB
JAFIFIBC_01068	CDS	390				hypothetical protein
JAFIFIBC_01069	CDS	378	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
JAFIFIBC_01070	CDS	435	teaD		COG0589	TRAP-T-associated universal stress protein TeaD
JAFIFIBC_01071	CDS	777	zupT			Zinc transporter ZupT
JAFIFIBC_01072	CDS	927				hypothetical protein
JAFIFIBC_01073	CDS	1536	ppx	3.6.1.11	COG0248	Exopolyphosphatase
JAFIFIBC_01074	CDS	363	yffB		COG1393	Protein YffB
JAFIFIBC_01075	CDS	1803				hypothetical protein
JAFIFIBC_01076	tRNA	76				tRNA-Lys(ctt)
JAFIFIBC_01077	tRNA	76				tRNA-Lys(ctt)
JAFIFIBC_01078	tRNA	76				tRNA-Lys(ttt)
JAFIFIBC_01079	CDS	828	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
JAFIFIBC_01080	CDS	1116				hypothetical protein
JAFIFIBC_01081	CDS	777	bamD_1			Outer membrane protein assembly factor BamD
JAFIFIBC_01082	CDS	549				hypothetical protein
JAFIFIBC_01083	CDS	1278	tolB_1		COG0823	Protein TolB
JAFIFIBC_01084	CDS	1728	msbA	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
JAFIFIBC_01085	CDS	879	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
JAFIFIBC_01086	CDS	1497	rng	3.1.26.-	COG1530	Ribonuclease G
JAFIFIBC_01087	CDS	285	yhdE		COG0424	Maf-like protein YhdE
JAFIFIBC_01088	CDS	999	argF_1	2.1.3.3	COG0078	Ornithine carbamoyltransferase
JAFIFIBC_01089	CDS	1233	arcA	3.5.3.6	COG2235	Arginine deiminase
JAFIFIBC_01090	CDS	1518	ydgI		COG0531	Putative arginine/ornithine antiporter
JAFIFIBC_01091	CDS	318				hypothetical protein
JAFIFIBC_01092	CDS	183				hypothetical protein
JAFIFIBC_01093	CDS	426				hypothetical protein
JAFIFIBC_01094	CDS	1515		1.13.11.82		8'-apo-carotenoid 13,14-cleaving dioxygenase
JAFIFIBC_01095	CDS	609				hypothetical protein
JAFIFIBC_01096	CDS	231				hypothetical protein
JAFIFIBC_01097	CDS	327				hypothetical protein
JAFIFIBC_01098	CDS	459	wecD_1	2.3.1.210		dTDP-fucosamine acetyltransferase
JAFIFIBC_01099	CDS	774	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
JAFIFIBC_01100	CDS	1017	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
JAFIFIBC_01101	CDS	882		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
JAFIFIBC_01102	CDS	309				hypothetical protein
JAFIFIBC_01103	CDS	396				hypothetical protein
JAFIFIBC_01104	CDS	1242				hypothetical protein
JAFIFIBC_01105	CDS	984				hypothetical protein
JAFIFIBC_01106	CDS	324				hypothetical protein
JAFIFIBC_01107	CDS	819				hypothetical protein
JAFIFIBC_01108	CDS	1476				hypothetical protein
JAFIFIBC_01109	CDS	1332				hypothetical protein
JAFIFIBC_01110	CDS	339				hypothetical protein
JAFIFIBC_01111	CDS	672	lexA	3.4.21.88	COG1974	LexA repressor
JAFIFIBC_01112	CDS	960	ansA	3.5.1.1	COG0252	L-asparaginase
JAFIFIBC_01113	CDS	1362				hypothetical protein
JAFIFIBC_01114	CDS	426	ohrB_2		COG1764	Organic hydroperoxide resistance protein OhrB
JAFIFIBC_01115	CDS	495	ohrR			Organic hydroperoxide resistance transcriptional regulator
JAFIFIBC_01116	CDS	3531	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
JAFIFIBC_01117	CDS	567				hypothetical protein
JAFIFIBC_01118	CDS	1185				hypothetical protein
JAFIFIBC_01119	CDS	321				hypothetical protein
JAFIFIBC_01120	CDS	840				hypothetical protein
JAFIFIBC_01121	CDS	1089				hypothetical protein
JAFIFIBC_01122	CDS	750				hypothetical protein
JAFIFIBC_01123	CDS	870				hypothetical protein
JAFIFIBC_01124	CDS	801	ompR_1			Transcriptional regulatory protein OmpR
JAFIFIBC_01125	CDS	1434				hypothetical protein
JAFIFIBC_01126	CDS	984	cynR_1			HTH-type transcriptional regulator CynR
JAFIFIBC_01127	CDS	852				hypothetical protein
JAFIFIBC_01128	CDS	2082	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
JAFIFIBC_01129	CDS	1851	apc4	6.4.1.8	COG0146	Acetophenone carboxylase delta subunit
JAFIFIBC_01130	CDS	414				hypothetical protein
JAFIFIBC_01131	CDS	972				hypothetical protein
JAFIFIBC_01132	CDS	1110				Outer membrane porin protein 32
JAFIFIBC_01133	CDS	1413	pcaK_1		COG0477	4-hydroxybenzoate transporter PcaK
JAFIFIBC_01134	CDS	1449				hypothetical protein
JAFIFIBC_01135	CDS	933	ssuA_1			Putative aliphatic sulfonates-binding protein
JAFIFIBC_01136	CDS	225	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
JAFIFIBC_01137	CDS	684				hypothetical protein
JAFIFIBC_01138	CDS	2775	btuB_4			Vitamin B12 transporter BtuB
JAFIFIBC_01139	CDS	807				hypothetical protein
JAFIFIBC_01140	CDS	1059				hypothetical protein
JAFIFIBC_01141	CDS	2007				hypothetical protein
JAFIFIBC_01142	CDS	915	pcpR_1			PCP degradation transcriptional activation protein
JAFIFIBC_01143	CDS	159				hypothetical protein
JAFIFIBC_01144	CDS	1014	pld1_1	1.1.1.107		Pyridoxal 4-dehydrogenase
JAFIFIBC_01145	CDS	408	divK_1			Polar-differentiation response regulator DivK
JAFIFIBC_01146	CDS	3204	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
JAFIFIBC_01147	CDS	1029				hypothetical protein
JAFIFIBC_01148	CDS	1680				hypothetical protein
JAFIFIBC_01149	CDS	1860	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
JAFIFIBC_01150	CDS	852				hypothetical protein
JAFIFIBC_01151	CDS	975	dctP		COG1638	Solute-binding protein
JAFIFIBC_01152	CDS	1842	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JAFIFIBC_01153	CDS	528	lrp_3		COG1522	Leucine-responsive regulatory protein
JAFIFIBC_01154	CDS	492				hypothetical protein
JAFIFIBC_01155	CDS	1197	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
JAFIFIBC_01156	CDS	1191	rlmI_1	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
JAFIFIBC_01157	CDS	1332				hypothetical protein
JAFIFIBC_01158	CDS	858	lacF			Lactose transport system permease protein LacF
JAFIFIBC_01159	CDS	888	ycjP_1		COG0395	Inner membrane ABC transporter permease protein YcjP
JAFIFIBC_01160	CDS	1686				hypothetical protein
JAFIFIBC_01161	CDS	573				hypothetical protein
JAFIFIBC_01162	CDS	1647	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
JAFIFIBC_01163	CDS	510				hypothetical protein
JAFIFIBC_01164	CDS	300				hypothetical protein
JAFIFIBC_01165	CDS	276				hypothetical protein
JAFIFIBC_01166	CDS	3222				hypothetical protein
JAFIFIBC_01167	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
JAFIFIBC_01168	CDS	399				hypothetical protein
JAFIFIBC_01169	CDS	246				hypothetical protein
JAFIFIBC_01170	CDS	762				hypothetical protein
JAFIFIBC_01171	CDS	1023				hypothetical protein
JAFIFIBC_01172	CDS	987	mdh_2	1.1.1.37		Malate dehydrogenase
JAFIFIBC_01173	CDS	426				hypothetical protein
JAFIFIBC_01174	CDS	2607	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
JAFIFIBC_01175	CDS	1446				hypothetical protein
JAFIFIBC_01176	CDS	1842				hypothetical protein
JAFIFIBC_01177	CDS	885	mtnP	2.4.2.1		S-methyl-5'-thioadenosine phosphorylase
JAFIFIBC_01178	CDS	1059	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
JAFIFIBC_01179	CDS	372				hypothetical protein
JAFIFIBC_01180	CDS	246				hypothetical protein
JAFIFIBC_01181	CDS	660	yagT		COG2080	Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit
JAFIFIBC_01182	CDS	960	yagS_2	1.17.1.4	COG1319	Putative xanthine dehydrogenase YagS FAD-binding subunit
JAFIFIBC_01183	CDS	2208	yagR_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase YagR molybdenum-binding subunit
JAFIFIBC_01184	CDS	321				hypothetical protein
JAFIFIBC_01185	CDS	225				hypothetical protein
JAFIFIBC_01186	CDS	315				hypothetical protein
JAFIFIBC_01187	CDS	1323	xylA	5.3.1.5	COG2115	Xylose isomerase
JAFIFIBC_01188	CDS	609				hypothetical protein
JAFIFIBC_01189	CDS	165				hypothetical protein
JAFIFIBC_01190	CDS	615				hypothetical protein
JAFIFIBC_01191	CDS	513				hypothetical protein
JAFIFIBC_01192	CDS	4629				hypothetical protein
JAFIFIBC_01193	CDS	1074	rhaS_4			HTH-type transcriptional activator RhaS
JAFIFIBC_01194	CDS	2139				hypothetical protein
JAFIFIBC_01195	CDS	453				hypothetical protein
JAFIFIBC_01196	CDS	2076	rep_1	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
JAFIFIBC_01197	CDS	1197				hypothetical protein
JAFIFIBC_01198	CDS	246				hypothetical protein
JAFIFIBC_01199	CDS	468				hypothetical protein
JAFIFIBC_01200	CDS	477	dsbB			Disulfide bond formation protein B
JAFIFIBC_01201	CDS	1233		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
JAFIFIBC_01202	CDS	1197	ubiI	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
JAFIFIBC_01203	tRNA	97				tRNA-Trp(cca)
JAFIFIBC_01204	CDS	1272				hypothetical protein
JAFIFIBC_01205	CDS	1236				hypothetical protein
JAFIFIBC_01206	CDS	690	emtA			Endo-type membrane-bound lytic murein transglycosylase A
JAFIFIBC_01207	CDS	1998	parE	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
JAFIFIBC_01208	CDS	444				hypothetical protein
JAFIFIBC_01209	CDS	405	vapC_3	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
JAFIFIBC_01210	CDS	237				hypothetical protein
JAFIFIBC_01211	CDS	1239				hypothetical protein
JAFIFIBC_01212	CDS	1170				hypothetical protein
JAFIFIBC_01213	CDS	1455	ptlI	1.14.13.133	COG2124	Pentalenene oxygenase
JAFIFIBC_01214	CDS	345				hypothetical protein
JAFIFIBC_01215	CDS	1260				hypothetical protein
JAFIFIBC_01216	CDS	1278				hypothetical protein
JAFIFIBC_01217	rRNA	106				5S ribosomal RNA
JAFIFIBC_01218	rRNA	2870				23S ribosomal RNA
JAFIFIBC_01219	tRNA	76				tRNA-Ala(tgc)
JAFIFIBC_01220	tRNA	77				tRNA-Ile(gat)
JAFIFIBC_01221	rRNA	1525				16S ribosomal RNA
JAFIFIBC_01222	CDS	1815	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
JAFIFIBC_01223	CDS	861				hypothetical protein
JAFIFIBC_01224	CDS	270	crh		COG1925	HPr-like protein Crh
JAFIFIBC_01225	CDS	450				hypothetical protein
JAFIFIBC_01226	CDS	1230				hypothetical protein
JAFIFIBC_01227	CDS	891				hypothetical protein
JAFIFIBC_01228	CDS	1449	algA		COG0662	Alginate biosynthesis protein AlgA
JAFIFIBC_01229	CDS	1056				hypothetical protein
JAFIFIBC_01230	CDS	1002				hypothetical protein
JAFIFIBC_01231	CDS	912				hypothetical protein
JAFIFIBC_01232	CDS	891				hypothetical protein
JAFIFIBC_01233	CDS	690				hypothetical protein
JAFIFIBC_01234	CDS	1134				hypothetical protein
JAFIFIBC_01235	CDS	573	yceI_1		COG2353	Protein YceI
JAFIFIBC_01236	CDS	585	yceI_2			Protein YceI
JAFIFIBC_01237	CDS	552	yceJ_1		COG3038	Cytochrome b561 
JAFIFIBC_01238	CDS	915				hypothetical protein
JAFIFIBC_01239	CDS	402				hypothetical protein
JAFIFIBC_01240	CDS	1449				hypothetical protein
JAFIFIBC_01241	CDS	282				hypothetical protein
JAFIFIBC_01242	CDS	561				hypothetical protein
JAFIFIBC_01243	CDS	225				hypothetical protein
JAFIFIBC_01244	CDS	2532				hypothetical protein
JAFIFIBC_01245	CDS	1851				hypothetical protein
JAFIFIBC_01246	CDS	1992				hypothetical protein
JAFIFIBC_01247	CDS	489				hypothetical protein
JAFIFIBC_01248	CDS	750				hypothetical protein
JAFIFIBC_01249	CDS	1305				hypothetical protein
JAFIFIBC_01250	CDS	822	apaH_1	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
JAFIFIBC_01251	tRNA	90				tRNA-Ser(tga)
JAFIFIBC_01252	CDS	1110				hypothetical protein
JAFIFIBC_01253	CDS	1575				hypothetical protein
JAFIFIBC_01254	CDS	2949				hypothetical protein
JAFIFIBC_01255	CDS	588				hypothetical protein
JAFIFIBC_01256	CDS	567				hypothetical protein
JAFIFIBC_01257	CDS	768	nanR_1			Transcriptional regulator NanR
JAFIFIBC_01258	CDS	654				hypothetical protein
JAFIFIBC_01259	CDS	654				hypothetical protein
JAFIFIBC_01260	CDS	1245				hypothetical protein
JAFIFIBC_01261	CDS	978	chrB1_1			Protein ChrB
JAFIFIBC_01262	CDS	1197	chrA1			Chromate transport protein
JAFIFIBC_01263	CDS	471	chrB1_2			Protein ChrB
JAFIFIBC_01264	CDS	837				hypothetical protein
JAFIFIBC_01265	CDS	612				hypothetical protein
JAFIFIBC_01266	CDS	912				hypothetical protein
JAFIFIBC_01267	CDS	957				hypothetical protein
JAFIFIBC_01268	CDS	684				IS3 family transposase ISBmu11
JAFIFIBC_01269	CDS	573	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
JAFIFIBC_01270	CDS	969	rbsB_2		COG1879	Ribose import binding protein RbsB
JAFIFIBC_01271	CDS	1572	rbsA_1	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
JAFIFIBC_01272	CDS	1239	xylH_1		COG4214	Xylose transport system permease protein XylH
JAFIFIBC_01273	CDS	1377				hypothetical protein
JAFIFIBC_01274	CDS	933	hcaR_1			Hca operon transcriptional activator HcaR
JAFIFIBC_01275	CDS	1290	smtA	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase alpha subunit
JAFIFIBC_01276	CDS	849				hypothetical protein
JAFIFIBC_01277	CDS	1434	ald_2	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
JAFIFIBC_01278	CDS	744	ped	1.1.1.311		(S)-1-Phenylethanol dehydrogenase
JAFIFIBC_01279	CDS	855		3.1.1.99		6-deoxy-6-sulfogluconolactonase
JAFIFIBC_01280	CDS	741	kipR		COG1414	HTH-type transcriptional regulator KipR
JAFIFIBC_01281	CDS	774	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JAFIFIBC_01282	CDS	840	fabG2_1	1.-.-.-		putative oxidoreductase
JAFIFIBC_01283	CDS	1479	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
JAFIFIBC_01284	CDS	1191				hypothetical protein
JAFIFIBC_01285	CDS	1524				hypothetical protein
JAFIFIBC_01286	CDS	759	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JAFIFIBC_01287	CDS	735	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JAFIFIBC_01288	CDS	1050	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JAFIFIBC_01289	CDS	1086				hypothetical protein
JAFIFIBC_01290	CDS	2142		3.1.1.22		D-(-)-3-hydroxybutyrate oligomer hydrolase
JAFIFIBC_01291	CDS	837	pepIP	3.4.11.5	COG0596	Proline iminopeptidase
JAFIFIBC_01292	CDS	2196				hypothetical protein
JAFIFIBC_01293	CDS	717				hypothetical protein
JAFIFIBC_01294	CDS	282	ompR_2			Transcriptional regulatory protein OmpR
JAFIFIBC_01295	CDS	414	flgB_1		COG1815	Flagellar basal body rod protein FlgB
JAFIFIBC_01296	CDS	450	flgC_1		COG1558	Flagellar basal-body rod protein FlgC
JAFIFIBC_01297	CDS	654	flgD		COG1843	Basal-body rod modification protein FlgD
JAFIFIBC_01298	CDS	1263	flgE_1		COG1749	Flagellar hook protein FlgE
JAFIFIBC_01299	CDS	732	flgF_1		COG4787	Flagellar basal-body rod protein FlgF
JAFIFIBC_01300	CDS	1797	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
JAFIFIBC_01301	CDS	393	divK_2			Polar-differentiation response regulator DivK
JAFIFIBC_01302	CDS	1500	arcB_1	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
JAFIFIBC_01303	CDS	735	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
JAFIFIBC_01304	CDS	747	flgH_1			Flagellar L-ring protein
JAFIFIBC_01305	CDS	1128	flgI_1			Flagellar P-ring protein
JAFIFIBC_01306	CDS	921	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
JAFIFIBC_01307	CDS	1950				hypothetical protein
JAFIFIBC_01308	CDS	1194				hypothetical protein
JAFIFIBC_01309	CDS	1038	ascD_2	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
JAFIFIBC_01310	CDS	993				hypothetical protein
JAFIFIBC_01311	CDS	624	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
JAFIFIBC_01312	CDS	492	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
JAFIFIBC_01313	CDS	2217	katG	1.11.1.21		Catalase-peroxidase
JAFIFIBC_01314	CDS	687				hypothetical protein
JAFIFIBC_01315	CDS	921	gcvA_1			Glycine cleavage system transcriptional activator
JAFIFIBC_01316	CDS	1179	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JAFIFIBC_01317	CDS	1251	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
JAFIFIBC_01318	CDS	774	fpr	1.18.1.2	COG1018	Ferredoxin--NADP reductase
JAFIFIBC_01319	CDS	2124				hypothetical protein
JAFIFIBC_01320	CDS	936				hypothetical protein
JAFIFIBC_01321	CDS	945	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
JAFIFIBC_01322	CDS	657				hypothetical protein
JAFIFIBC_01323	CDS	876	parB		COG1475	putative chromosome-partitioning protein ParB
JAFIFIBC_01324	CDS	1923				hypothetical protein
JAFIFIBC_01325	CDS	1284				hypothetical protein
JAFIFIBC_01326	CDS	1632				hypothetical protein
JAFIFIBC_01327	CDS	819				IS21 family transposase ISCARN16
JAFIFIBC_01328	CDS	1536				hypothetical protein
JAFIFIBC_01329	CDS	972				hypothetical protein
JAFIFIBC_01330	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
JAFIFIBC_01331	CDS	783	ygfF	1.-.-.-		putative oxidoreductase YgfF
JAFIFIBC_01332	CDS	1854	hbpA_1		COG0747	Heme-binding protein A
JAFIFIBC_01333	CDS	1866	hbpA_2		COG0747	Heme-binding protein A
JAFIFIBC_01334	CDS	1860	hbpA_3		COG0747	Heme-binding protein A
JAFIFIBC_01335	CDS	1887	hbpA_4		COG0747	Heme-binding protein A
JAFIFIBC_01336	CDS	1848	ygiS		COG4166	putative deoxycholate-binding periplasmic protein YgiS
JAFIFIBC_01337	CDS	939	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
JAFIFIBC_01338	CDS	1053				hypothetical protein
JAFIFIBC_01339	CDS	1689	gsiA_2	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
JAFIFIBC_01340	CDS	228				hypothetical protein
JAFIFIBC_01341	CDS	402				hypothetical protein
JAFIFIBC_01342	CDS	1071	adhT_2	1.1.1.1		Alcohol dehydrogenase
JAFIFIBC_01343	CDS	969				hypothetical protein
JAFIFIBC_01344	CDS	1185				hypothetical protein
JAFIFIBC_01345	CDS	240				hypothetical protein
JAFIFIBC_01346	CDS	765				hypothetical protein
JAFIFIBC_01347	CDS	1779	ilvI_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
JAFIFIBC_01348	CDS	510				hypothetical protein
JAFIFIBC_01349	CDS	1167				hypothetical protein
JAFIFIBC_01350	CDS	471	paaZ_1		COG2030	Bifunctional protein PaaZ
JAFIFIBC_01351	CDS	1218	Acd	1.3.99.32		Glutaryl-CoA dehydrogenase
JAFIFIBC_01352	CDS	807	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
JAFIFIBC_01353	CDS	1437	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
JAFIFIBC_01354	CDS	750	etfB_2			Electron transfer flavoprotein subunit beta
JAFIFIBC_01355	CDS	1107				hypothetical protein
JAFIFIBC_01356	CDS	774				hypothetical protein
JAFIFIBC_01357	CDS	954			COG0596	putative protein
JAFIFIBC_01358	CDS	417	vapC_4	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
JAFIFIBC_01359	CDS	258				hypothetical protein
JAFIFIBC_01360	CDS	1230	yjjJ	2.-.-.-		Toxin YjjJ
JAFIFIBC_01361	CDS	1899				hypothetical protein
