locus_tag	ftype	length_bp	gene	EC_number	COG	product
EMKCLNIH_00786	CDS	1245				hypothetical protein
EMKCLNIH_00787	CDS	468				hypothetical protein
EMKCLNIH_00788	CDS	717	nreC_1		COG2197	Oxygen regulatory protein NreC
EMKCLNIH_00789	CDS	1227	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
EMKCLNIH_00790	CDS	795	tatC		COG0805	Sec-independent protein translocase protein TatC
EMKCLNIH_00791	CDS	504	tatB			Sec-independent protein translocase protein TatB
EMKCLNIH_00792	CDS	237	tatA			Sec-independent protein translocase protein TatA
EMKCLNIH_00793	CDS	348		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
EMKCLNIH_00794	CDS	366				hypothetical protein
EMKCLNIH_00795	CDS	351	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
EMKCLNIH_00796	CDS	405	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
EMKCLNIH_00797	CDS	450	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
EMKCLNIH_00798	CDS	894				hypothetical protein
EMKCLNIH_00799	CDS	1878	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
EMKCLNIH_00800	CDS	699	slmA		COG1309	Nucleoid occlusion factor SlmA
EMKCLNIH_00801	CDS	714	gph_2	3.1.3.18		Phosphoglycolate phosphatase
EMKCLNIH_00802	CDS	909	argB	2.7.2.8	COG0548	Acetylglutamate kinase
EMKCLNIH_00803	CDS	2106				hypothetical protein
EMKCLNIH_00804	CDS	291				hypothetical protein
EMKCLNIH_00805	CDS	549				hypothetical protein
EMKCLNIH_00806	CDS	1494		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
EMKCLNIH_00807	CDS	483	yqaA		COG1238	Inner membrane protein YqaA
EMKCLNIH_00808	CDS	1044	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
EMKCLNIH_00809	CDS	240	fis		COG2901	DNA-binding protein Fis
EMKCLNIH_00810	CDS	1614	purH		COG0138	Bifunctional purine biosynthesis protein PurH
EMKCLNIH_00811	CDS	744	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
EMKCLNIH_00812	CDS	1434	amtB_1			Ammonia channel
EMKCLNIH_00813	CDS	351				hypothetical protein
EMKCLNIH_00814	CDS	1317	aceA	4.1.3.1	COG2224	Isocitrate lyase
EMKCLNIH_00815	CDS	927	gbh	3.5.3.7		Guanidinobutyrase
EMKCLNIH_00816	CDS	312				hypothetical protein
EMKCLNIH_00817	CDS	273				hypothetical protein
EMKCLNIH_00818	CDS	468	lrp_2		COG1522	Leucine-responsive regulatory protein
EMKCLNIH_00819	CDS	1308	bauA	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
EMKCLNIH_00820	CDS	1305	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
EMKCLNIH_00821	CDS	840	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
EMKCLNIH_00822	CDS	1368	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
EMKCLNIH_00823	CDS	1413	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
EMKCLNIH_00824	CDS	1122	spuD_1			Putrescine-binding periplasmic protein SpuD
EMKCLNIH_00825	CDS	1143	potA	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
EMKCLNIH_00826	CDS	951	potH		COG1176	Putrescine transport system permease protein PotH
EMKCLNIH_00827	CDS	846	ydcV_1			Inner membrane ABC transporter permease protein YdcV
EMKCLNIH_00828	CDS	1374				hypothetical protein
EMKCLNIH_00829	CDS	279				hypothetical protein
EMKCLNIH_00830	CDS	897				hypothetical protein
EMKCLNIH_00831	CDS	1464				hypothetical protein
EMKCLNIH_00832	CDS	1218				hypothetical protein
EMKCLNIH_00833	CDS	1212				hypothetical protein
EMKCLNIH_00834	CDS	774				hypothetical protein
EMKCLNIH_00835	CDS	4272				hypothetical protein
EMKCLNIH_00836	CDS	1701	kpsD		COG1596	Polysialic acid transport protein KpsD
EMKCLNIH_00837	CDS	1116				hypothetical protein
EMKCLNIH_00838	CDS	768	kpsT			Polysialic acid transport ATP-binding protein KpsT
EMKCLNIH_00839	CDS	792	kpsM		COG1682	Polysialic acid transport protein KpsM
EMKCLNIH_00840	CDS	2670				hypothetical protein
EMKCLNIH_00841	CDS	1353	pka	2.3.1.-	COG0454	Protein lysine acetyltransferase Pka
EMKCLNIH_00842	CDS	1467				hypothetical protein
EMKCLNIH_00843	CDS	513				hypothetical protein
EMKCLNIH_00844	CDS	1890		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
EMKCLNIH_00845	CDS	1620				putative protein
EMKCLNIH_00846	CDS	696	uvrY_2		COG2197	Response regulator UvrY
EMKCLNIH_00847	CDS	1128				hypothetical protein
EMKCLNIH_00848	CDS	423	hspA		COG0071	Spore protein SP21
EMKCLNIH_00849	CDS	660				hypothetical protein
EMKCLNIH_00850	CDS	1002				hypothetical protein
EMKCLNIH_00851	CDS	528				hypothetical protein
EMKCLNIH_00852	CDS	222				hypothetical protein
EMKCLNIH_00853	CDS	321				hypothetical protein
EMKCLNIH_00854	CDS	888				hypothetical protein
EMKCLNIH_00855	CDS	1479				hypothetical protein
EMKCLNIH_00856	CDS	393				hypothetical protein
EMKCLNIH_00857	CDS	366	gacA			Response regulator GacA
EMKCLNIH_00858	CDS	1077			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
EMKCLNIH_00859	CDS	1227				hypothetical protein
EMKCLNIH_00860	CDS	510				hypothetical protein
EMKCLNIH_00861	CDS	111				hypothetical protein
EMKCLNIH_00862	CDS	2106	fusA_2			Elongation factor G 1
EMKCLNIH_00863	CDS	339				hypothetical protein
EMKCLNIH_00864	CDS	477				hypothetical protein
EMKCLNIH_00865	CDS	699				hypothetical protein
EMKCLNIH_00866	tRNA	77				tRNA-Met(cat)
EMKCLNIH_00867	tRNA	77				tRNA-Met(cat)
EMKCLNIH_00868	CDS	1980	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
EMKCLNIH_00869	CDS	393	rplQ		COG0203	50S ribosomal protein L17
EMKCLNIH_00870	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
EMKCLNIH_00871	CDS	624	rpsD		COG0522	30S ribosomal protein S4
EMKCLNIH_00872	CDS	405	rpsK		COG0100	30S ribosomal protein S11
EMKCLNIH_00873	CDS	366	rpsM		COG0099	30S ribosomal protein S13
EMKCLNIH_00874	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
EMKCLNIH_00875	CDS	1311	secY		COG0201	Protein translocase subunit SecY
EMKCLNIH_00876	CDS	432	rplO		COG0200	50S ribosomal protein L15
EMKCLNIH_00877	CDS	186	rpmD		COG1841	50S ribosomal protein L30
EMKCLNIH_00878	CDS	519	rpsE		COG0098	30S ribosomal protein S5
EMKCLNIH_00879	CDS	360	rplR		COG0256	50S ribosomal protein L18
EMKCLNIH_00880	CDS	534	rplF		COG0097	50S ribosomal protein L6
EMKCLNIH_00881	CDS	396	rpsH		COG0096	30S ribosomal protein S8
EMKCLNIH_00882	CDS	306	rpsN		COG0199	30S ribosomal protein S14
EMKCLNIH_00883	CDS	567	rplE		COG0094	50S ribosomal protein L5
EMKCLNIH_00884	CDS	318	rplX		COG0198	50S ribosomal protein L24
EMKCLNIH_00885	CDS	369	rplN		COG0093	50S ribosomal protein L14
EMKCLNIH_00886	CDS	510		1.11.1.15		Peroxiredoxin
EMKCLNIH_00887	CDS	297	rpsQ		COG0186	30S ribosomal protein S17
EMKCLNIH_00888	CDS	201	rpmC		COG0255	50S ribosomal protein L29
EMKCLNIH_00889	CDS	417	rplP		COG0197	50S ribosomal protein L16
EMKCLNIH_00890	CDS	504				hypothetical protein
EMKCLNIH_00891	CDS	600	yvdD_1		COG1611	LOG family protein YvdD
EMKCLNIH_00892	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
EMKCLNIH_00893	CDS	1179				hypothetical protein
EMKCLNIH_00894	CDS	429				hypothetical protein
EMKCLNIH_00895	CDS	1332			COG4307	putative protein
EMKCLNIH_00896	CDS	2793				hypothetical protein
EMKCLNIH_00897	CDS	540	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
EMKCLNIH_00898	CDS	2046	hppA	3.6.1.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
EMKCLNIH_00899	CDS	801	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
EMKCLNIH_00900	CDS	741	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
EMKCLNIH_00901	CDS	765				hypothetical protein
EMKCLNIH_00902	CDS	1740				hypothetical protein
EMKCLNIH_00903	CDS	1545				hypothetical protein
EMKCLNIH_00904	CDS	450	vapC_2	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
EMKCLNIH_00905	CDS	336				hypothetical protein
EMKCLNIH_00906	CDS	165				hypothetical protein
EMKCLNIH_00907	CDS	309				hypothetical protein
EMKCLNIH_00908	CDS	1887	btuB_2		COG4206	Vitamin B12 transporter BtuB
EMKCLNIH_00909	misc_RNA	251				Cobalamin
EMKCLNIH_00910	CDS	1002				hypothetical protein
EMKCLNIH_00911	CDS	405				hypothetical protein
EMKCLNIH_00912	CDS	1245	cefD	5.1.1.17	COG0520	Isopenicillin N epimerase
EMKCLNIH_00913	CDS	1305				hypothetical protein
EMKCLNIH_00914	CDS	1275				hypothetical protein
EMKCLNIH_00915	CDS	753	lutR_1		COG2186	HTH-type transcriptional regulator LutR
EMKCLNIH_00916	CDS	1443	aldHT_2	1.2.1.5		Aldehyde dehydrogenase, thermostable
EMKCLNIH_00917	CDS	930	araD	4.2.1.43		L-2-keto-3-deoxyarabonate dehydratase
EMKCLNIH_00918	CDS	1743	araC_1	4.2.1.25		L-arabonate dehydratase
EMKCLNIH_00919	CDS	771		1.1.1.390		Sulfoquinovose 1-dehydrogenase
EMKCLNIH_00920	CDS	1059	mro	5.1.3.3	COG2017	Aldose 1-epimerase
EMKCLNIH_00921	CDS	360				hypothetical protein
EMKCLNIH_00922	CDS	432				hypothetical protein
EMKCLNIH_00923	CDS	435				hypothetical protein
EMKCLNIH_00924	CDS	675				hypothetical protein
EMKCLNIH_00925	CDS	654				hypothetical protein
EMKCLNIH_00926	CDS	315	grxD		COG0278	Glutaredoxin 4
EMKCLNIH_00927	CDS	591	bsdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
EMKCLNIH_00928	CDS	636				hypothetical protein
EMKCLNIH_00929	CDS	1746	proS	6.1.1.15	COG0442	Proline--tRNA ligase
EMKCLNIH_00930	CDS	606	rppH	3.6.1.-		RNA pyrophosphohydrolase
EMKCLNIH_00931	CDS	1119	proB	2.7.2.11		Glutamate 5-kinase
EMKCLNIH_00932	CDS	1080	obg	3.6.5.-		GTPase Obg
EMKCLNIH_00933	CDS	258	rpmA		COG0211	50S ribosomal protein L27
EMKCLNIH_00934	CDS	312	rplU		COG0261	50S ribosomal protein L21
EMKCLNIH_00935	CDS	993	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
EMKCLNIH_00936	tRNA	77				tRNA-Pro(cgg)
EMKCLNIH_00937	CDS	1722				hypothetical protein
EMKCLNIH_00938	CDS	1221	gspF		COG1459	Putative type II secretion system protein F
EMKCLNIH_00939	CDS	927	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
EMKCLNIH_00940	CDS	636	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
EMKCLNIH_00941	CDS	756	zapD		COG4582	Cell division protein ZapD
EMKCLNIH_00942	CDS	213	yacG			DNA gyrase inhibitor YacG
EMKCLNIH_00943	CDS	291	groS			10 kDa chaperonin
EMKCLNIH_00944	CDS	1644	groL		COG0459	60 kDa chaperonin
EMKCLNIH_00945	CDS	729				hypothetical protein
EMKCLNIH_00946	CDS	429	rplM		COG0102	50S ribosomal protein L13
EMKCLNIH_00947	CDS	393	rpsI		COG0103	30S ribosomal protein S9
EMKCLNIH_00948	CDS	672				hypothetical protein
EMKCLNIH_00949	CDS	402				hypothetical protein
EMKCLNIH_00950	CDS	384	erpA_1		COG0316	Iron-sulfur cluster insertion protein ErpA
EMKCLNIH_00951	CDS	558				hypothetical protein
EMKCLNIH_00952	CDS	645				hypothetical protein
EMKCLNIH_00953	CDS	1788	caiA	1.3.99.-		Crotonobetainyl-CoA dehydrogenase
EMKCLNIH_00954	CDS	441				hypothetical protein
EMKCLNIH_00955	CDS	2382	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
EMKCLNIH_00956	CDS	1200	fadA_2	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
EMKCLNIH_00957	CDS	765	fadB_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase
EMKCLNIH_00958	CDS	774				hypothetical protein
EMKCLNIH_00959	CDS	408				hypothetical protein
EMKCLNIH_00960	CDS	1089				hypothetical protein
EMKCLNIH_00961	CDS	438		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
EMKCLNIH_00962	CDS	1842	atm1		COG5265	ATM1-type heavy metal exporter
EMKCLNIH_00963	CDS	648	liaR		COG2197	Transcriptional regulatory protein LiaR
EMKCLNIH_00964	CDS	690				hypothetical protein
EMKCLNIH_00965	CDS	1077				hypothetical protein
EMKCLNIH_00966	CDS	1398				hypothetical protein
EMKCLNIH_00967	CDS	297				hypothetical protein
EMKCLNIH_00968	CDS	1404	hipA_1	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
EMKCLNIH_00969	CDS	279				hypothetical protein
EMKCLNIH_00970	CDS	1350	hipA_2	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
EMKCLNIH_00971	CDS	621				hypothetical protein
EMKCLNIH_00972	CDS	867				hypothetical protein
EMKCLNIH_00973	CDS	300				hypothetical protein
EMKCLNIH_00974	CDS	315				hypothetical protein
EMKCLNIH_00975	CDS	447				hypothetical protein
EMKCLNIH_00976	CDS	1725				hypothetical protein
EMKCLNIH_00977	tRNA	76				tRNA-Phe(gaa)
EMKCLNIH_00978	CDS	696	cheB_1	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
EMKCLNIH_00979	CDS	2280	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
EMKCLNIH_00980	CDS	684				hypothetical protein
EMKCLNIH_00981	CDS	333	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
EMKCLNIH_00982	CDS	876				hypothetical protein
EMKCLNIH_00983	CDS	1746	exaA	1.1.2.8	COG4993	Quinoprotein alcohol dehydrogenase (cytochrome c)
EMKCLNIH_00984	CDS	333				hypothetical protein
EMKCLNIH_00985	CDS	744				hypothetical protein
EMKCLNIH_00986	CDS	330				hypothetical protein
EMKCLNIH_00987	CDS	1194	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
EMKCLNIH_00988	CDS	888				hypothetical protein
EMKCLNIH_00989	CDS	2322	maeB_1	1.1.1.40	COG0280	NADP-dependent malic enzyme
EMKCLNIH_00990	CDS	1431	pykA	2.7.1.40	COG0469	Pyruvate kinase II
EMKCLNIH_00991	CDS	1020				hypothetical protein
EMKCLNIH_00992	CDS	1065	cbbA_1	4.1.2.13		Fructose-bisphosphate aldolase
EMKCLNIH_00993	CDS	897	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
EMKCLNIH_00994	CDS	1104				hypothetical protein
EMKCLNIH_00995	CDS	963	ybbN		COG3118	putative protein YbbN
EMKCLNIH_00996	CDS	498	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
EMKCLNIH_00997	CDS	3075				hypothetical protein
EMKCLNIH_00998	CDS	1872			COG1123	putative ABC transporter ATP-binding protein
EMKCLNIH_00999	CDS	1455				hypothetical protein
EMKCLNIH_01000	CDS	984	oppB		COG0601	Oligopeptide transport system permease protein OppB
EMKCLNIH_01001	CDS	2292				hypothetical protein
EMKCLNIH_01002	CDS	996	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
EMKCLNIH_01003	CDS	708	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
EMKCLNIH_01004	CDS	609	thpR_1	3.1.4.-		RNA 2',3'-cyclic phosphodiesterase
EMKCLNIH_01005	CDS	240				hypothetical protein
EMKCLNIH_01006	CDS	1605	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
EMKCLNIH_01007	CDS	1218	tetA			Tetracycline resistance protein, class C
EMKCLNIH_01008	CDS	1473	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
EMKCLNIH_01009	CDS	924	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
EMKCLNIH_01010	CDS	846				hypothetical protein
EMKCLNIH_01011	CDS	984				hypothetical protein
EMKCLNIH_01012	CDS	789	bacG	1.3.1.-	COG1028	NADPH-dependent reductase BacG
EMKCLNIH_01013	CDS	1068				hypothetical protein
EMKCLNIH_01014	CDS	1080				hypothetical protein
EMKCLNIH_01015	CDS	1278				hypothetical protein
EMKCLNIH_01016	CDS	222				hypothetical protein
EMKCLNIH_01017	CDS	2067	cstA		COG1966	Peptide transporter CstA
EMKCLNIH_01018	CDS	657	vraR_2		COG2197	Response regulator protein VraR
EMKCLNIH_01019	CDS	1398				hypothetical protein
EMKCLNIH_01020	CDS	915				hypothetical protein
EMKCLNIH_01021	CDS	993	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
EMKCLNIH_01022	CDS	867				hypothetical protein
EMKCLNIH_01023	CDS	1623	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
EMKCLNIH_01024	CDS	357				hypothetical protein
EMKCLNIH_01025	CDS	948	rhaR_2			HTH-type transcriptional activator RhaR
EMKCLNIH_01026	CDS	837	azoB	1.7.-.-		NAD(P)H azoreductase
EMKCLNIH_01027	CDS	189				hypothetical protein
EMKCLNIH_01028	CDS	1584	ttdT		COG0471	L-tartrate/succinate antiporter
EMKCLNIH_01029	CDS	1392				hypothetical protein
EMKCLNIH_01030	CDS	144				hypothetical protein
EMKCLNIH_01031	CDS	2826	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
EMKCLNIH_01032	CDS	195				hypothetical protein
EMKCLNIH_01033	CDS	438	ohrB_1		COG1764	Organic hydroperoxide resistance protein OhrB
EMKCLNIH_01034	CDS	243				hypothetical protein
EMKCLNIH_01035	CDS	591				hypothetical protein
EMKCLNIH_01036	CDS	561				hypothetical protein
EMKCLNIH_01037	CDS	882	nifH_1	1.18.6.1	COG1348	Nitrogenase iron protein
EMKCLNIH_01038	CDS	1464	nifD_1	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein alpha chain
EMKCLNIH_01039	CDS	1560	nifK_1	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein beta chain
EMKCLNIH_01040	CDS	327				hypothetical protein
EMKCLNIH_01041	CDS	891	bla	3.5.2.6	COG2367	Beta-lactamase OXY-1
EMKCLNIH_01042	CDS	912				hypothetical protein
EMKCLNIH_01043	CDS	624	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
EMKCLNIH_01044	CDS	903	pgrR_5			HTH-type transcriptional regulator PgrR
EMKCLNIH_01045	CDS	3042				hypothetical protein
EMKCLNIH_01046	CDS	663				hypothetical protein
EMKCLNIH_01047	CDS	2163				hypothetical protein
EMKCLNIH_01048	CDS	1065				hypothetical protein
EMKCLNIH_01049	CDS	1311	gltA_1	2.3.3.16	COG0372	Citrate synthase
EMKCLNIH_01050	CDS	282				hypothetical protein
EMKCLNIH_01051	CDS	702	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
EMKCLNIH_01052	CDS	1776	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
EMKCLNIH_01053	CDS	363	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
EMKCLNIH_01054	CDS	429	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
EMKCLNIH_01055	CDS	309				hypothetical protein
EMKCLNIH_01056	CDS	567				hypothetical protein
EMKCLNIH_01057	CDS	3123	cnrA			Nickel and cobalt resistance protein CnrA
EMKCLNIH_01058	CDS	762	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EMKCLNIH_01059	CDS	672				hypothetical protein
EMKCLNIH_01060	CDS	633				hypothetical protein
EMKCLNIH_01061	CDS	753		1.1.1.119	COG1028	Glucose 1-dehydrogenase
EMKCLNIH_01062	CDS	600				hypothetical protein
EMKCLNIH_01063	CDS	2262	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
EMKCLNIH_01064	CDS	816				hypothetical protein
EMKCLNIH_01065	CDS	543				hypothetical protein
EMKCLNIH_01066	CDS	1413				hypothetical protein
EMKCLNIH_01067	CDS	2679	btuB_3			Vitamin B12 transporter BtuB
EMKCLNIH_01068	CDS	390				hypothetical protein
EMKCLNIH_01069	CDS	378	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
EMKCLNIH_01070	CDS	435	teaD		COG0589	TRAP-T-associated universal stress protein TeaD
EMKCLNIH_01071	CDS	777	zupT			Zinc transporter ZupT
EMKCLNIH_01072	CDS	927				hypothetical protein
EMKCLNIH_01073	CDS	1536	ppx	3.6.1.11	COG0248	Exopolyphosphatase
EMKCLNIH_01074	CDS	363	yffB		COG1393	Protein YffB
EMKCLNIH_01075	CDS	1803				hypothetical protein
EMKCLNIH_01076	tRNA	76				tRNA-Lys(ctt)
EMKCLNIH_01077	tRNA	76				tRNA-Lys(ctt)
EMKCLNIH_01078	tRNA	76				tRNA-Lys(ttt)
EMKCLNIH_01079	CDS	828	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
EMKCLNIH_01080	CDS	1116				hypothetical protein
EMKCLNIH_01081	CDS	777	bamD_1			Outer membrane protein assembly factor BamD
EMKCLNIH_01082	CDS	549				hypothetical protein
EMKCLNIH_01083	CDS	1278	tolB_1		COG0823	Protein TolB
EMKCLNIH_01084	CDS	1728	msbA	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
EMKCLNIH_01085	CDS	879	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
EMKCLNIH_01086	CDS	1497	rng	3.1.26.-	COG1530	Ribonuclease G
EMKCLNIH_01087	CDS	285	yhdE		COG0424	Maf-like protein YhdE
EMKCLNIH_01088	CDS	999	argF_1	2.1.3.3	COG0078	Ornithine carbamoyltransferase
EMKCLNIH_01089	CDS	1233	arcA	3.5.3.6	COG2235	Arginine deiminase
EMKCLNIH_01090	CDS	1518	ydgI		COG0531	Putative arginine/ornithine antiporter
EMKCLNIH_01091	CDS	318				hypothetical protein
EMKCLNIH_01092	CDS	183				hypothetical protein
EMKCLNIH_01093	CDS	426				hypothetical protein
EMKCLNIH_01094	CDS	1515		1.13.11.82		8'-apo-carotenoid 13,14-cleaving dioxygenase
EMKCLNIH_01095	CDS	609				hypothetical protein
EMKCLNIH_01096	CDS	231				hypothetical protein
EMKCLNIH_01097	CDS	327				hypothetical protein
EMKCLNIH_01098	CDS	459	wecD_1	2.3.1.210		dTDP-fucosamine acetyltransferase
EMKCLNIH_01099	CDS	774	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
EMKCLNIH_01100	CDS	1017	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
EMKCLNIH_01101	CDS	882		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
EMKCLNIH_01102	CDS	309				hypothetical protein
EMKCLNIH_01103	CDS	396				hypothetical protein
EMKCLNIH_01104	CDS	1242				hypothetical protein
EMKCLNIH_01105	CDS	984				hypothetical protein
EMKCLNIH_01106	CDS	324				hypothetical protein
EMKCLNIH_01107	CDS	819				hypothetical protein
EMKCLNIH_01108	CDS	1476				hypothetical protein
EMKCLNIH_01109	CDS	1332				hypothetical protein
EMKCLNIH_01110	CDS	339				hypothetical protein
EMKCLNIH_01111	CDS	672	lexA	3.4.21.88	COG1974	LexA repressor
EMKCLNIH_01112	CDS	960	ansA	3.5.1.1	COG0252	L-asparaginase
EMKCLNIH_01113	CDS	1362				hypothetical protein
EMKCLNIH_01114	CDS	426	ohrB_2		COG1764	Organic hydroperoxide resistance protein OhrB
EMKCLNIH_01115	CDS	495	ohrR			Organic hydroperoxide resistance transcriptional regulator
EMKCLNIH_01116	CDS	3531	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
EMKCLNIH_01117	CDS	567				hypothetical protein
EMKCLNIH_01118	CDS	1185				hypothetical protein
EMKCLNIH_01119	CDS	321				hypothetical protein
EMKCLNIH_01120	CDS	840				hypothetical protein
EMKCLNIH_01121	CDS	1089				hypothetical protein
EMKCLNIH_01122	CDS	750				hypothetical protein
EMKCLNIH_01123	CDS	870				hypothetical protein
EMKCLNIH_01124	CDS	801	ompR_1			Transcriptional regulatory protein OmpR
EMKCLNIH_01125	CDS	1434				hypothetical protein
EMKCLNIH_01126	CDS	984	cynR_1			HTH-type transcriptional regulator CynR
EMKCLNIH_01127	CDS	852				hypothetical protein
EMKCLNIH_01128	CDS	2082	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
EMKCLNIH_01129	CDS	1851	apc4	6.4.1.8	COG0146	Acetophenone carboxylase delta subunit
EMKCLNIH_01130	CDS	414				hypothetical protein
EMKCLNIH_01131	CDS	972				hypothetical protein
EMKCLNIH_01132	CDS	1110				Outer membrane porin protein 32
EMKCLNIH_01133	CDS	1413	pcaK_1		COG0477	4-hydroxybenzoate transporter PcaK
EMKCLNIH_01134	CDS	1449				hypothetical protein
EMKCLNIH_01135	CDS	933	ssuA_1			Putative aliphatic sulfonates-binding protein
EMKCLNIH_01136	CDS	225	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
EMKCLNIH_01137	CDS	684				hypothetical protein
EMKCLNIH_01138	CDS	2775	btuB_4			Vitamin B12 transporter BtuB
EMKCLNIH_01139	CDS	807				hypothetical protein
EMKCLNIH_01140	CDS	1059				hypothetical protein
EMKCLNIH_01141	CDS	2007				hypothetical protein
EMKCLNIH_01142	CDS	915	pcpR_1			PCP degradation transcriptional activation protein
EMKCLNIH_01143	CDS	159				hypothetical protein
EMKCLNIH_01144	CDS	1014	pld1_1	1.1.1.107		Pyridoxal 4-dehydrogenase
EMKCLNIH_01145	CDS	408	divK_1			Polar-differentiation response regulator DivK
EMKCLNIH_01146	CDS	3204	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
EMKCLNIH_01147	CDS	1029				hypothetical protein
EMKCLNIH_01148	CDS	1680				hypothetical protein
EMKCLNIH_01149	CDS	1860	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
EMKCLNIH_01150	CDS	852				hypothetical protein
EMKCLNIH_01151	CDS	975	dctP		COG1638	Solute-binding protein
EMKCLNIH_01152	CDS	1842	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
EMKCLNIH_01153	CDS	528	lrp_3		COG1522	Leucine-responsive regulatory protein
EMKCLNIH_01154	CDS	492				hypothetical protein
EMKCLNIH_01155	CDS	1197	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
EMKCLNIH_01156	CDS	1191	rlmI_1	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
